oid,ra,dec,Main identifier,Parrallax,Radial velocity,pmra,pmdec
6604659,57.9300257206,23.19152708101,"TYC 1800-581-1",2.8394,-37.45,13.766,-14.147
6604660,58.47297552907,23.4721861081,"TYC 1800-585-1",0.633,9.33,3.897,-4.036
6604661,58.00052331983,23.33894568427,"TYC 1800-597-1",1.5904,-48.58,-2.792,-4.936
6604662,58.05902196337,23.090035064289996,"TYC 1800-615-1",1.8559,-7.9,5.001,-4.149
6604663,58.25644448877,23.10714868844,"TYC 1800-657-1",10.1345,-40.97,-54.98,-16.137
6604664,57.705398477130004,23.42285978063,"TYC 1800-673-1",2.6951,-52.86,-11.008,-4.772
6604638,58.004394646719994,22.60292225516,"TYC 1800-82-1",1.3702,-32.6362,6.263,-3.864
6604666,58.23743538804,24.15530987282,"TYC 1800-826-1",3.4769,-53.15,4.285,-31.821
6604667,58.26416124914,24.25089376248,"TYC 1800-877-1",0.8113,-41.0,1.142,-0.491
6604668,58.36985105747001,24.11755745933,"TYC 1800-911-1",0.8956,49.98,8.76,-2.297
6604669,58.25293231629,24.11323745996,"TYC 1800-916-1",3.3757,-24.31,13.942,-9.423
6604670,57.98310155396,24.278753854839998,"TYC 1800-929-1",4.7981,-40.79,-19.791,-31.452
6604671,58.193231919240006,24.279225003789996,"TYC 1800-937-1",1.0287,28.38,11.54,-9.91
6604672,58.20364984171,24.374449701599996,"TYC 1800-959-1",1.6721,51.23,16.632,2.037
6604878,55.19174047834999,25.349962439559995,"TYC 1803-1023-1",0.9442,-5.91,-1.135,-5.227
6604880,55.77099824311,25.871652696650003,"TYC 1803-1059-1",2.4705,-35.13,-5.998,-31.227
6604882,55.97021935534,25.28502848706,"TYC 1803-1077-1",2.2639,-15.2637,-2.103,-6.531
6604887,55.41431216464,25.22147740909,"TYC 1803-1144-1",2.6808,30.37,-4.942,-17.103
6604847,54.53047077681,24.54244123704,"TYC 1803-116-1",1.1076,0.08,5.058,-6.197
6604892,55.85526057416,25.346101063439995,"TYC 1803-1248-1",2.4725,-7.67,30.919,-9.921
6604897,56.29171551897,25.793612729130004,"TYC 1803-1323-1",2.1102,-9.29,-6.586,-5.795
6604899,54.93246418724,25.16120677829,"TYC 1803-1337-1",1.24,26.24,3.32,-5.819
661448,54.71244196894,25.12194694323,"TYC 1803-1348-1",2.1372,-35.12,-12.847,-7.243
661402,55.5082885131,25.11490933909,"TYC 1803-1354-1",3.4379,9.81751,7.283,-9.781
6347730,55.77922435431,25.113929264459998,"TYC 1803-1358-1",9.0546,11.8,30.288,-7.509
6347749,55.906982993780005,25.3317084537,"TYC 1803-1398-1",4.3951,-41.8,-3.738,-1.276
6604900,55.70923071585,25.858514264979995,"TYC 1803-1423-1",0.4203,54.35,5.309,-0.779
6604848,55.54906620093001,24.898535159720005,"TYC 1803-146-1",0.9281,-18.33,-3.573,1.25
6604902,55.50217538847,25.47266434075,"TYC 1803-1487-1",1.6995,1.74,-3.238,-1.764
6604903,54.86459832233,25.171142134710003,"TYC 1803-1513-1",1.6453,-1.95,9.982,1.336
6604904,56.47303030752,25.65744346145,"TYC 1803-1520-1",3.3202,59.62,6.202,-6.175
6604849,56.18615386111,25.76475392821,"TYC 1803-153-1",4.995,-59.81,4.661,10.415
6604905,56.06278149493,25.073099248140004,"TYC 1803-1537-1",0.5729,-4.0,5.324,-0.555
6604906,55.18439929901,25.05946554054,"TYC 1803-1561-1",0.72,14.06,3.835,-6.913
6604907,54.73222181855,25.05536507037,"TYC 1803-1575-1",2.539,7.58,2.796,-11.832
6604842,55.10136000488,24.49226581904,"TYC 1803-16-1",2.126,-94.88,-6.237,-32.693
6604851,55.44429645801999,24.874158717339995,"TYC 1803-220-1",1.2255,7.6,8.639,-2.678
6347630,54.93721639116,24.728624911110003,"TYC 1803-258-1",5.1679,1.34,-11.704,-0.898
6604854,55.90414672803,24.91975824088,"TYC 1803-330-1",0.8971,-15.06,-1.929,-3.217
6604856,54.99746909394,24.58482621761,"TYC 1803-332-1",2.5926,1.29,0.295,4.307
6604857,55.409067698630004,24.90038588736,"TYC 1803-336-1",1.2039,18.36,11.058,-11.54
661441,55.64735512191001,24.537941982120003,"TYC 1803-380-1",1.3671,5.34,-2.065,-10.271
6347751,55.916047958120004,24.85858395997,"TYC 1803-394-1",3.1003,-11.46,-5.486,-7.211
6604859,56.1697626649,25.778336126850007,"TYC 1803-439-1",0.8652,-15.85,-3.41,-7.285
661443,55.58408764053,24.468388765,"TYC 1803-490-1",3.1973,-5.92126,-0.48,-10.731
6604843,55.73173381469,25.66236889971,"TYC 1803-55-1",1.6357,-42.96,4.519,-8.947
6604864,56.05949210982,26.0526022156,"TYC 1803-589-1",2.4081,-68.06,-6.594,-23.821
6604865,55.94641425182001,24.968097815359997,"TYC 1803-634-1",1.4993,10.03,6.605,-7.269
6347723,55.7137839700421,24.7653947545797,"TYC 1803-714-1",,-5.31,0.7,-3.6
6604845,56.0740705934,25.614260373820002,"TYC 1803-73-1",2.4554,-40.35,1.612,-11.965
6604870,55.4504060322,24.72072395691,"TYC 1803-776-1",3.161,19.15,24.888,-11.318
6347722,55.70382112851,24.48293042763,"TYC 1803-836-1",6.2191,-11.3,-8.886,-1.415
6604841,55.41344191412,25.79154740809,"TYC 1803-9-1",2.9607,38.83,11.393,1.584
6604846,54.953751495439995,24.97475800655,"TYC 1803-90-1",1.069,1.72,-2.183,-7.189
6604875,56.35060009402,25.501362087209998,"TYC 1803-925-1",4.6415,-48.59,-1.994,-59.379
6347781,56.11425455757,25.86602928824,"TYC 1803-963-1",4.8572,23.31,6.272,-19.7
6347772,56.03886646509,25.887120095439997,"TYC 1803-979-1",7.5515,34.96,20.793,12.047
6604929,58.10385547169,25.104295245859998,"TYC 1804-1086-1",1.731,-1.48,2.28,-8.255
6604930,57.770136878100004,24.93985442808,"TYC 1804-1113-1",0.9708,-12.57,6.265,-5.64
6604931,58.00557693967,24.87933301543,"TYC 1804-1130-1",0.8514,28.561501,-2.215,-3.94
6604932,57.86104103006,25.07692156407,"TYC 1804-1166-1",2.2607,-49.1362,-2.044,-2.6
675213,57.849941264739996,24.8625527626,"TYC 1804-1185-1",1.0081,50.590599,3.983,-0.588
6604933,57.74188631906,24.847176048930002,"TYC 1804-1240-1",2.1589,10.48,17.106,4.622
6604934,58.46771089829001,24.8047933644,"TYC 1804-1364-1",0.8511,-27.292,-5.754,-8.987
6604936,58.40574833569,25.23159161375,"TYC 1804-1424-1",0.8902,-21.04,-3.531,-2.666
675214,57.68313797752,25.020355819210003,"TYC 1804-1437-1",0.8869,27.2,8.628,6.012
6604937,57.93050247890999,24.97457947671,"TYC 1804-1442-1",0.8191,24.25,4.387,-7.881
6604938,58.21607752865,24.827140762100004,"TYC 1804-1496-1",2.0416,4.587,-5.446,-4.362
6604939,57.92519310974,24.971223165070004,"TYC 1804-1506-1",1.0475,-31.76,-4.564,5.582
6604940,57.34574527044,25.95651353791,"TYC 1804-1590-1",0.7885,-12.83,1.725,-10.164
6604941,57.20445657686,25.945533977459995,"TYC 1804-1608-1",0.9673,-35.8,-10.049,0.259
6604910,57.919568061199996,24.66911481416,"TYC 1804-183-1",2.8638,35.52,-15.74,0.965
675175,56.94457546957,25.286946604830003,"TYC 1804-1922-1",3.8088,61.79,20.421,-15.748
6604950,56.73900573529999,25.94497497775,"TYC 1804-1998-1",3.2561,10.92,24.994,-14.767
6604951,56.93474738352,25.980568267330003,"TYC 1804-2000-1",0.8222,-17.58,-0.229,-10.864
6604953,56.51299442566,25.54476967261,"TYC 1804-2080-1",4.1455,3.22693,20.901,-36.811
6604954,56.75753885776,25.89650254698,"TYC 1804-2116-1",0.3751,12.4,2.785,-1.896
6604956,57.12625868219,25.3932739054,"TYC 1804-2132-1",1.1167,7.14,0.747,1.118
674294,56.81806370814,25.293325874860003,"TYC 1804-2134-1",1.6095,-9.65,4.522,-11.824
6604957,57.00303955426,25.187478106320004,"TYC 1804-2168-1",0.6091,-47.08,2.813,-7.481
6604958,56.55551348059,25.994962079610005,"TYC 1804-2256-1",0.6791,47.12,8.762,-0.666
6604959,56.94068159709,25.61440643096,"TYC 1804-2259-1",1.6161,3.36,9.554,-6.84
6604963,56.52404218172,24.992956231029996,"TYC 1804-2348-1",6.4797,14.76,2.762,-12.191
6604965,56.56200784426,25.93963104834,"TYC 1804-2388-1",0.5945,26.57,-0.304,1.024
675176,56.69113520619,25.69739099233,"TYC 1804-2424-1",5.6985,2.45,-1.353,14.928
6604966,56.92729549074001,25.572838174170002,"TYC 1804-2425-1",0.8959,21.5,3.961,-2.832
6604967,57.12717904553,25.33250374437,"TYC 1804-2438-1",2.8681,9.86,24.156,-14.061
6604911,57.77378588501,24.67558080598,"TYC 1804-245-1",0.8656,34.06,-2.593,0.802
675483,56.83385649286,25.143420861000003,"TYC 1804-2485-1",,27.73,2.0,-11.7
675177,56.88067063974,25.25369735076,"TYC 1804-2487-1",1.0018,-6.86,1.31,-3.693
6604969,56.92521834531,25.08475092816,"TYC 1804-2516-1",1.0793,47.68,7.242,-9.306
6604912,57.96263329718,24.72945225069,"TYC 1804-276-1",1.7825,60.59,26.881,0.946
6604908,58.38237636939,24.536461969709997,"TYC 1804-43-1",1.5726,7.499,-1.105,-6.091
6604913,57.49232800977,25.66455569037,"TYC 1804-465-1",3.0485,9.44,6.157,-9.737
6604914,57.60059005268,25.673436984880002,"TYC 1804-511-1",1.7764,-7.59,-8.417,-13.189
6604915,57.53420923899001,25.62542599702,"TYC 1804-551-1",1.494,-17.89,3.34,-1.983
6604916,57.29393133209,25.82293846469,"TYC 1804-558-1",3.766,-35.78,-0.728,-21.851
6348043,57.94481567062999,25.3820426259,"TYC 1804-571-1",1.3215,-2.9,-2.516,1.472
6604917,58.05628657033,25.61339985813,"TYC 1804-633-1",1.9702,6.21,10.94,-6.111
6604919,57.4035766192,25.597226582539996,"TYC 1804-646-1",4.7844,12.82,10.965,-12.529
6604920,57.39597809322,25.58488428519,"TYC 1804-688-1",4.9448,-74.95,-6.431,-9.937
6604909,57.807247753709994,24.51852379963,"TYC 1804-70-1",1.8608,17.27,3.707,-9.924
6604921,57.93508923576999,25.43613252855,"TYC 1804-760-1",1.6933,-22.14,-3.377,-6.854
6604922,57.40502442242,25.44497463068,"TYC 1804-804-1",2.9318,26.82,17.186,-9.191
6604924,57.74122348716,25.459374517640004,"TYC 1804-826-1",1.1065,19.17,13.062,-9.967
675173,58.07456509343,25.33776382406,"TYC 1804-970-1",0.8413,61.22,8.105,-2.616
6604927,57.521980125789995,25.12208414283,"TYC 1804-990-1",3.131,3.67,9.966,-28.325
6605717,58.62931711377999,23.528981715440004,"TYC 1813-1164-1",7.0713,17.36,66.846,-52.845
6605644,58.77206724781001,24.237760935889998,"TYC 1813-37-1",3.1729,22.568697,27.145,-3.168
6605679,58.68358055607,24.01550322321,"TYC 1813-467-1",0.2622,-276.829987,6.52,-8.793
676500,58.73287470432,23.763176746999996,"TYC 1813-557-1",2.8198,0.75,11.863,-1.836
6605909,58.73368104109,24.49460106605,"TYC 1817-111-1",3.7023,-28.820681,6.217,-78.758
6605930,58.67581757861999,24.753163773300003,"TYC 1817-426-1",1.7775,24.213875,14.141,-6.946
6153636,57.42432352931999,22.67742277588,"UCAC2  39793933",3.5459,-13.09,-11.037,-27.508
6153637,57.42938156435,22.6638971328,"UCAC2  39793936",3.5554,-14.28,-10.769,-27.547
16631494,56.08462682124,22.46946036078,"UCAC4 563-008005",1.5013,-27.65,12.801,-14.076
6347779,56.09411482796,22.49182935297,"UCAC4 563-008008",1.1897,45.96,9.132,4.564
16631501,56.31416283117,22.69548909142,"UCAC4 564-007867",1.7729,19.8,11.872,-17.832
675564,56.4215904026,22.68934467823,"UCAC4 564-007887",2.3182,6.36,14.237,-20.566
16631507,55.77897434335,22.95321860805,"UCAC4 565-007957",0.6234,69.11,4.414,0.279
6347805,56.28490922314,22.804157922479998,"UCAC4 565-008038",6.5096,34.6,34.607,-52.339
6347851,56.57264026159,22.95934519206,"UCAC4 565-008099",9.4216,-14.381155,19.271,-16.125
6347853,56.58580712453999,22.98305467031,"UCAC4 565-008102",2.135,-2.089007,-0.371,-9.15
6347892,56.850472498280006,22.88653461808,"UCAC4 565-008174",1.3588,20.32,9.364,-7.819
16631506,56.92224311625999,22.881712935290004,"UCAC4 565-008190",0.4922,58.93,5.114,-1.995
6348004,57.69179695666167,22.930676845207778,"UCAC4 565-008382",7.3299,11.0602,19.432,-44.963
6347819,56.36219225844,23.114727263550005,"UCAC4 566-007970",6.7335,-6.13,-18.307,-6.603
16631509,56.404446297490004,23.05098814079,"UCAC4 566-007980",1.4373,-23.12,2.366,-10.388
6347588,54.63864355913,23.298948085230002,"UCAC4 567-007659",0.6636,7.53,3.781,-0.231
6347686,55.33788350068,23.391186555139996,"UCAC4 567-007801",4.6734,20.18,40.164,0.619
6347695,55.43778931228999,23.20981810391,"UCAC4 567-007822",1.617,-20.21,-0.376,-25.182
6347750,55.91274087464999,23.26452439139,"UCAC4 567-007917",1.9875,7.29,-2.892,-7.863
7819524,56.36419521519,23.25720311935,"UCAC4 567-007996",0.9311,-4.04,1.969,-7.675
16487408,56.54010746088001,23.30305932427,"UCAC4 567-008033",1.0527,21.949301,7.114,-8.427
16631522,57.05336574281999,23.359077696189996,"UCAC4 567-008146",0.5599,-23.43,0.69,-1.514
16487413,57.67389387045001,23.338761020569997,"UCAC4 567-008284",0.3168,6.02597,1.8,-2.39
16487409,56.55003710474,23.57646843285,"UCAC4 568-008400",2.8655,31.7019,-6.835,-14.704
16487394,55.08003939848,23.79743774388,"UCAC4 569-008036",1.1422,-14.0595,-4.393,-9.834
16487401,55.94199707179,23.70405379779,"UCAC4 569-008209",1.0898,61.05,10.228,-5.04
16631523,58.49551311182,23.70812188281,"UCAC4 569-008738",0.6104,-3.37444,6.474,-5.054
6347618,54.87726438739,23.91760125372,"UCAC4 570-008072",3.9596,10.58,15.408,-11.177
16631526,55.04339254103,23.80858974391,"UCAC4 570-008114",1.4057,16.7,5.588,8.444
16487397,55.41284079972,23.9878575083,"UCAC4 570-008187",1.5369,62.601601,38.044,-21.421
6347699,55.51964202264,23.94320655316,"UCAC4 570-008213",1.473,-43.074001,-3.424,-4.949
16487402,56.08889800768999,23.9569641583,"UCAC4 570-008317",1.1274,-49.772701,4.085,-6.624
16487403,56.09441431436,23.911209002969997,"UCAC4 570-008319",2.4474,10.7517,12.669,-1.149
16487404,56.128263230490006,23.927555223879995,"UCAC4 570-008328",1.7149,-53.092201,-7.041,-7.841
16487390,54.7889748799,24.151820087609998,"UCAC4 571-008288",1.507,108.9,26.152,-14.596
16487392,54.93282172094,24.00470318359,"UCAC4 571-008312",0.9269,-81.259201,5.335,-3.009
16631529,55.41399489927,24.09563184887,"UCAC4 571-008391",0.9132,71.22,7.692,-0.654
675390,56.72676458846,24.111848960990002,"UCAC4 571-008667",4.4001,48.15,38.346,-29.436
16487412,57.63576630354,24.180427198540002,"UCAC4 571-008894",4.1289,16.750401,30.801,-2.368
16487418,58.594085817849994,24.12516831961,"UCAC4 571-009114",1.114,61.6492,12.433,-13.297
6347662,55.18820766468,24.28419630183,"UCAC4 572-008340",1.0499,-26.13,6.128,-10.698
6347701,55.56237240596,24.28471798838,"UCAC4 572-008417",1.3404,-0.93,4.659,-7.547
16487399,55.61092196562999,24.28333103945,"UCAC4 572-008429",3.2236,-13.5798,28.583,-2.347
16487407,56.34762085912999,24.344505228119996,"UCAC4 572-008611",1.1792,-27.246201,17.442,-13.469
15915829,55.12208425472,24.49917227543,"UCAC4 573-008407",0.6149,-39.0,0.457,-1.388
16487396,55.32938658876,24.566687297849995,"UCAC4 573-008466",1.1186,-156.546005,10.776,-12.606
16487398,55.50864982803,24.5675847619,"UCAC4 573-008494",2.6381,4.87982,27.56,-5.946
6347741,55.84336840814,24.486217402570002,"UCAC4 573-008578",4.1913,9.68,7.658,-11.823
15240678,55.89442169891,24.59381769001,"UCAC4 573-008595",0.3609,-9.19,-0.126,-1.269
16487406,56.314908095389995,24.475788049779997,"UCAC4 573-008711",0.9774,33.81,4.187,-4.521
16631533,58.52935735658,24.507096487689996,"UCAC4 573-009315",0.7764,40.950001,13.269,-7.407
17421202,55.838916416590834,24.687740189984165,"UCAC4 574-008354",6.1055,-15.87,-37.302,-46.292
16487405,56.27800043904,24.98681046705,"UCAC4 575-008783",1.1236,27.941601,3.443,-12.898
6347804,56.28106044609,25.03169893472,"UCAC4 576-008890",1.2323,3.34,2.399,-6.701
16487411,56.56841224731001,25.06358132697,"UCAC4 576-008964",1.07,11.9686,4.113,-4.766
6347913,57.055791826619995,25.098804746270005,"UCAC4 576-009091",1.1683,-41.5,-1.776,-5.381
16487415,57.78894213867,25.05542773884,"UCAC4 576-009293",1.3198,-27.9872,22.105,-10.95
12827260,56.09276596841,25.248160231829996,"UCAC4 577-008774",1.786,-25.0,-3.798,-5.146
16631537,57.02816850346,25.327167622740003,"UCAC4 577-008987",0.9522,18.85,5.488,-4.96
19117851,58.17948322714875,25.272768865697216,"UCAC4 577-009315",3.3564,-11.75,-8.682,-8.744
675954,57.05598131994,22.314145602460002,"V* EQ Tau",4.4694,64.93,69.758,-30.628
676782,56.785525160089996,23.710761207510004,"V* FL Tau",8.12,5.48137,19.541,-47.273
660936,55.1668021793,24.735890219099996,"V* HZ Tau",7.5469,5.63947,21.054,-47.19
674702,57.430317032139996,24.317915063279997,"V* II Tau",24.0047,36.8,151.093,-46.581
660934,54.7838612,24.7707739,"V* KM Tau",7.6,6.03452,22.6,-47.2
661164,55.096032708717914,25.49660705578528,"V* KO Tau",7.6221,5.82865,21.04,-45.875
660949,55.01499650862,24.50085057073,"V* KT Tau",8.0647,5.70883,22.254,-48.879
661847,55.00076581418666,23.434976977874722,"V* KU Tau",7.4235,21.055901,21.347,-45.299
661158,55.12982908959,25.14809702923,"V* KV Tau",7.2101,7.63275,20.727,-45.339
660932,55.495562475490836,25.328990503874994,"V* KY Tau",7.3332,2.95026,20.103,-44.177
660997,55.54549543404417,24.085728646555836,"V* LM Tau",7.4764,8.16095,21.505,-44.482
661456,55.60952071780041,24.23555503310889,"V* LN Tau",7.5723,26.234838395842335,19.869,-46.095
660996,55.66759769848208,23.989362698673883,"V* LO Tau",7.3539,9.02031,18.058,-45.48
661541,55.67153127069583,24.028594352966664,"V* LQ Tau",7.1658,15.927973079846028,21.018,-44.677
661699,55.721883422670004,23.447102579150002,"V* LR Tau",23.8238,34.4245,170.676,-54.801
661178,55.77306456590542,24.824619669298336,"V* LS Tau",7.3146,3.03668,18.42,-46.966
661542,55.73558927108,24.08277337388,"V* LT Tau",7.3283,6.64616,14.771,-43.267
660929,55.79059319325,24.69252790049,"V* LU Tau",7.6796,10.0679,23.193,-48.135
660928,55.804437579105006,24.65543823049083,"V* LV Tau",7.2176,11.4473,20.551,-43.955
661170,55.90545142884792,25.408996331761394,"V* LY Tau",7.6384,13.508647626451726,21.298,-47.283
660946,55.9028856,24.232309799999996,"V* LZ Tau",,7.587,38.6,-45.4
13169838,55.90288379064833,24.232321599839715,"V* LZ Tau A",7.3146,4.993,20.333,-46.51
661698,55.902493615279994,23.453949515382774,"V* MM Tau",7.2348,5.53148,20.104,-44.022
660926,55.92558522715,24.573218780350004,"V* MO Tau",8.2405,5.19786,22.665,-46.477
661691,55.91264875305458,23.73484616697778,"V* MP Tau",7.3882,64.75816811206535,20.467,-45.166
660945,55.97445993559,25.47508246651,"V* MQ Tau",7.2627,5.2899,19.002,-45.791
661452,55.96727871424125,24.8416138606175,"V* MR Tau",7.375,4.82436,21.078,-44.258
660944,55.98202914572084,24.426416456789447,"V* MS Tau",7.601,5.37074,21.386,-47.736
660943,56.00949096316209,25.06495297930056,"V* MU Tau",7.4721,4.94043,20.526,-44.502
662086,56.0366918765925,23.079906573219723,"V* MV Tau",7.3415,7.42617,21.634,-45.152
661843,56.068547637629166,23.617842308099444,"V* MW Tau",7.4509,2.4041,22.541,-47.595
661324,56.09607769394792,24.068305389731663,"V* MX Tau",7.4426,8.1208,21.775,-47.341
660942,56.113753936951255,24.84397469811694,"V* MY Tau",7.5033,4.40753,20.677,-48.989
660941,56.1099592,26.041832,"V* MZ Tau",,5.55287,22.9,-43.4
14744106,56.1100832658,26.041679747280003,"V* MZ Tau A",7.582,5.463,19.731,-48.056
660925,56.11199237927708,24.408838397129163,"V* NO Tau",7.1767,4.77754,20.2,-43.42
661337,56.11667946439,24.171559883779995,"V* NP Tau",8.0114,3.873,22.796,-48.908
660939,56.165055475865834,24.528956999636105,"V* NQ Tau",7.4225,5.61286,19.995,-46.246
660938,56.22966473381,25.36149560044,"V* NR Tau",7.1314,14.41,9.397,-9.794
661696,56.15739852140249,22.921028997284445,"V* NS Tau",7.1945,7.46803,20.301,-41.244
662085,56.151169385020836,23.503099190354167,"V* NT Tau",7.1964,5.83631,19.262,-44.182
660924,56.19933312115375,24.214649628609997,"V* NU Tau",7.2261,174.72205014030914,19.304,-44.732
660995,56.197206990269166,24.01054635129222,"V* NW Tau",7.6539,1.1512029976411404,21.9,-46.777
661954,56.23344104231,23.93136298936,"V* NX Tau",7.9,6.451,19.65,-40.21
675591,56.305819644815834,23.516916073700273,"V* OO Tau",7.1728,48.20962493576781,20.675,-44.856
674209,56.42368409943,25.686782336680004,"V* OP Tau",6.6625,5.17454,20.618,-46.313
674208,56.412660659785416,25.224409290641667,"V* OQ Tau",7.2822,5.38059,19.832,-45.078
674202,56.32560088852208,25.099546849463607,"V* OR Tau",7.4381,5.80903,20.864,-46.294
674581,56.3478803576075,24.850802330416393,"V* OS Tau",7.162,3.91709,20.863,-44.54
675590,56.37322666615583,23.760505694553892,"V* OT Tau",7.3996,6.98445,19.065,-45.756
674214,56.3872435448625,24.30323502301,"V* OU Tau",7.5227,8.056,20.256,-45.165
675589,56.45391923897958,23.852888120428613,"V* OW Tau",7.4608,6.42557,21.187,-45.392
674207,56.541244199999994,24.6736309,"V* OX Tau",,5.92482,21.7,-47.0
13169842,56.54120231152708,24.67360364577834,"V* OX Tau A",7.3756,5.3119,20.497,-47.161
674472,56.605790666303335,24.16013208938278,"V* OZ Tau",7.1906,12.293,16.921,-48.015
674247,56.629937944238335,24.117342063542775,"V* PP Tau",7.3931,4.7473,18.38,-45.252
675802,56.63384174136,23.982986918330006,"V* PQ Tau",6.9324,-5.6,43.614,-58.197
675588,56.647207120800836,23.41173031114222,"V* PR Tau",7.2234,6.50428,20.297,-44.831
675716,56.98029664753,23.31832121745,"V* PS Tau",6.6913,6.13401,18.105,-41.397
675168,56.705027370480416,24.600022703891113,"V* PT Tau",7.3868,6.36986,19.352,-44.348
675709,56.70869696006666,23.532281515776386,"V* PU Tau",7.4356,43.52986480533064,20.879,-45.022
674201,56.72335325391834,24.28750530593611,"V* PV Tau",7.3687,4.92472,19.249,-47.504
675581,56.66675105803916,23.782935385929168,"V* PX Tau",7.424,4.83265457571781,18.573,-43.732
674332,56.743885755727916,24.46112680107417,"V* PY Tau",7.4671,6.26843,19.302,-46.139
675587,56.76573111560374,23.616311624002783,"V* QQ Tau",7.2092,-35.268799,20.78,-44.242
674204,56.877459026047916,24.370541725486667,"V* QT Tau",7.3902,6.17847,19.619,-46.591
675743,56.88950251961,23.69229261642,"V* QV Tau",,6.219,18.2,-42.3
675715,56.89491105070958,22.801323171863334,"V* QW Tau",7.3071,8.09421,20.064,-44.553
675586,56.92266392611875,23.97192773154999,"V* QX Tau",7.3676,6.971,20.525,-45.032
674317,56.94129385398375,24.63372518025139,"V* QZ Tau",7.5605,13.66,18.29,-45.163
675955,57.19100386739,23.52552293297,"V* SY Tau",0.7001,-59.44,-0.404,-6.803
661766,55.74488660268,23.57504056979,"V* V1004 Tau",4.7417,-25.011801,-13.026,-31.556
675637,56.27733176071,23.683360313900003,"V* V1005 Tau",0.3744,-21.75,0.493,-5.79
675538,56.46034507400416,23.873952500083615,"V* V1010 Tau",7.2126,4.95568,19.875,-44.652
676070,57.38919101815,24.010468748389997,"V* V1017 Tau",2.7676,47.02,43.958,-19.9
661004,55.1103565475,23.97315990205,"V* V1031 Tau",0.2169,-48.98,-2.01,-1.219
660907,56.08370751090625,24.796168064184446,"V* V1038 Tau",7.5092,5.59144,19.899,-46.568
675594,56.414167700904166,23.754297045162495,"V* V1041 Tau",7.1377,7.128,24.019,-45.253
674248,56.53740980632,24.07256820269,"V* V1042 Tau",4.5191,-54.116597,-15.129,-85.676
674223,56.55117692183,25.55045651592,"V* V1043 Tau",0.1263,-70.78,-0.105,-1.203
674179,56.59445730409291,24.570149740621666,"V* V1045 Tau",7.3937,7.1546,19.683,-44.994
674234,56.72882413896501,24.796340482561945,"V* V1046 Tau",7.4066,6.19106,19.301,-46.342
676118,57.40330439196,23.4853910208,"V* V1048 Tau",2.6669,50.27,47.06,-19.036
676039,57.82027467940459,23.82660743881889,"V* V1051 Tau",7.332,6.076,19.84,-46.761
674720,57.913646646269996,24.5489008336,"V* V1054 Tau",7.4794,6.4603,21.231,-46.059
676882,56.66769872902417,23.497743835072225,"V* V1065 Tau",7.3612,6.73105,16.023,-46.941
660958,56.08545731018875,24.772862572731384,"V* V1084 Tau",7.2398,10.7938,20.78,-46.366
674240,56.39749259617792,24.083212026816668,"V* V1085 Tau",7.2998,7.78141,18.43,-45.207
674270,56.84573126478001,24.848962845200003,"V* V1087 Tau",7.7615,5.75916,20.809,-47.429
676261,57.35021826196,23.83925024558,"V* V1089 Tau",7.2999,4.05204,18.988,-46.817
675906,57.387995918467084,23.795390167081948,"V* V1090 Tau",7.2637,6.939,19.924,-43.752
674914,57.64884547781,25.426505835010275,"V* V1091 Tau",7.2922,11.5802,18.295,-44.339
660957,56.02016469336667,24.275520765030837,"V* V1168 Tau",7.2854,5.0135,20.134,-45.356
660952,56.05799764342875,24.77939628814222,"V* V1169 Tau",7.3331,6.73634,20.641,-45.236
661334,56.10948296399208,24.58970527980833,"V* V1170 Tau",7.4657,5.24192,19.656,-46.048
674181,56.61838611736708,24.433932810339996,"V* V1171 Tau",7.374,5.88686,20.111,-43.53
675680,56.90836432088333,23.468048439321386,"V* V1172 Tau",7.2721,6.30972,21.222,-44.867
676034,57.5210534637,24.123959637514723,"V* V1173 Tau",7.4229,6.7116,18.326,-46.979
674795,57.64407871245959,24.5077722021625,"V* V1174 Tau",7.2173,6.025,19.844,-45.041
676008,57.66696716762125,23.933041930370837,"V* V1175 Tau",7.2514,5.192,18.706,-44.358
676037,57.7264953251122,23.8347882502332,"V* V1176 Tau",6.8766,6.59137,-10.583,-35.519
660905,56.00112097293,24.55699821433,"V* V1187 Tau",7.4124,6.35868,20.535,-46.19
674513,56.39995936441,24.50022210096,"V* V1188 Tau",1.5734,-23.71,-3.565,-6.286
674242,56.55361514972292,24.054376182599444,"V* V1189 Tau",7.3325,4.7898,22.068,-46.128
676703,57.800301514988746,23.932637506636386,"V* V1193 Tau",7.5239,5.79195,19.627,-46.633
675547,56.76755467499999,23.995214856510003,"V* V1210 Tau",7.402,7.73307,21.323,-45.437
676036,57.71435001212959,23.32907470043889,"V* V1211 Tau",7.3338,7.01372,18.888,-46.332
660881,54.96316822552,25.194853035919998,"V* V1225 Tau",6.9955,4.58,19.753,-43.073
675212,56.43557458554,24.713886947630005,"V* V1227 Tau",0.5436,-4.09,5.527,-4.244
674186,56.85032485915,24.58847500811,"V* V1228 Tau",7.829,-10.1679,6.911,-55.739
675502,56.87272350202,24.28833878764,"V* V1229 Tau",7.2301,13.8108,18.551,-46.922
675016,57.27630153521,25.58975239846,"V* V1244 Tau",0.3556,73.58,5.054,-6.45
675184,57.94750283159999,25.20185520837,"V* V1245 Tau",5.2681,16.53,42.512,-21.516
660898,55.951384992628334,25.004387701645555,"V* V1271 Tau",7.4354,8.56834,19.86,-45.603
